vehicle_no,energytypegroup_x,model_name,brand_name
120222,Diesel,Enyaq iV80,Skoda
120223,Diesel,Enyaq iV80,Skoda
120224,Diesel,Enyaq iV80,Skoda
120225,Diesel,Enyaq iV80,Skoda
120226,Diesel,Enyaq iV80,Skoda
120227,Diesel,Enyaq iV80,Skoda
120228,Diesel,Enyaq iV80,Skoda
120229,Diesel,Enyaq iV80,Skoda
120230,Diesel,Enyaq iV80,Skoda
120231,Diesel,Enyaq iV80,Skoda
120232,Diesel,Enyaq iV80,Skoda
120233,Diesel,Enyaq iV80,Skoda
120234,Diesel,Enyaq iV80,Skoda
120235,Diesel,Enyaq iV80,Skoda
120236,Diesel,Enyaq iV80,Skoda
120237,Diesel,Enyaq iV80,Skoda
120238,Diesel,Enyaq iV80,Skoda
120239,Diesel,Enyaq iV80,Skoda
120240,Diesel,Enyaq iV80,Skoda
120241,Diesel,Enyaq iV80,Skoda
120242,Diesel,Enyaq iV80,Skoda
120243,Diesel,Enyaq iV80,Skoda
120244,Diesel,Enyaq iV80,Skoda
120245,Diesel,Enyaq iV80,Skoda
120246,Diesel,Enyaq iV80,Skoda
120247,Diesel,Enyaq iV80,Skoda
120248,Diesel,Enyaq iV80,Skoda
120249,Diesel,Enyaq iV80,Skoda
120250,Diesel,Enyaq iV80,Skoda
120251,Diesel,Enyaq iV80,Skoda
120252,Diesel,Enyaq iV80,Skoda
120253,Diesel,Enyaq iV80,Skoda
120254,Diesel,Enyaq iV80,Skoda
120255,Diesel,Enyaq iV80,Skoda
120256,Diesel,Enyaq iV80,Skoda
120257,Diesel,Enyaq iV80,Skoda
120258,Diesel,Enyaq iV80,Skoda
120259,Diesel,Enyaq iV80,Skoda
120260,Diesel,Enyaq iV80,Skoda
120261,Diesel,Enyaq iV80,Skoda
120262,Diesel,Enyaq iV80,Skoda
120263,Diesel,Enyaq iV80,Skoda
120264,Diesel,Enyaq iV80,Skoda
120265,Diesel,Enyaq iV80,Skoda
120266,Diesel,Enyaq iV80,Skoda
120267,Diesel,Enyaq iV80,Skoda
120268,Diesel,Enyaq iV80,Skoda
120269,Diesel,Enyaq iV80,Skoda
122803,Benzin,Enyaq iV80,Skoda
122804,Benzin,Enyaq iV80,Skoda
122832,Diesel,Enyaq iV80,Skoda
122910,Diesel,Enyaq iV80,Skoda
122911,Diesel,Enyaq iV80,Skoda
122912,Diesel,Enyaq iV80,Skoda
122913,Diesel,Enyaq iV80,Skoda
122914,Diesel,Enyaq iV80,Skoda
122915,Diesel,Enyaq iV80,Skoda
122916,Diesel,Enyaq iV80,Skoda
122917,Diesel,Enyaq iV80,Skoda
122918,Diesel,Enyaq iV80,Skoda
122919,Diesel,Enyaq iV80,Skoda
122920,Diesel,Enyaq iV80,Skoda
122921,Diesel,Enyaq iV80,Skoda
122922,Diesel,Enyaq iV80,Skoda
122923,Diesel,Enyaq iV80,Skoda
122924,Diesel,Enyaq iV80,Skoda
122925,Diesel,Enyaq iV80,Skoda
122926,Diesel,Enyaq iV80,Skoda
122927,Diesel,Enyaq iV80,Skoda
122928,Diesel,Enyaq iV80,Skoda
122929,Diesel,Enyaq iV80,Skoda
123141,Diesel,Enyaq iV80,Skoda
123142,Diesel,Enyaq iV80,Skoda
123143,Diesel,Enyaq iV80,Skoda
123144,Diesel,Enyaq iV80,Skoda
123145,Diesel,Enyaq iV80,Skoda
123146,Diesel,Enyaq iV80,Skoda
123147,Diesel,Enyaq iV80,Skoda
123148,Diesel,Enyaq iV80,Skoda
123149,Diesel,Enyaq iV80,Skoda
123150,Diesel,Enyaq iV80,Skoda
123151,Diesel,Enyaq iV80,Skoda
123152,Diesel,Enyaq iV80,Skoda
123153,Diesel,Enyaq iV80,Skoda
123154,Diesel,Enyaq iV80,Skoda
123155,Diesel,Enyaq iV80,Skoda
123156,Diesel,Enyaq iV80,Skoda
123157,Diesel,Enyaq iV80,Skoda
123158,Diesel,Enyaq iV80,Skoda
123159,Diesel,Enyaq iV80,Skoda
123160,Diesel,Enyaq iV80,Skoda
123161,Diesel,Enyaq iV80,Skoda
123162,Diesel,Enyaq iV80,Skoda
123163,Diesel,Enyaq iV80,Skoda
123164,Diesel,Enyaq iV80,Skoda
123165,Diesel,Enyaq iV80,Skoda
123166,Diesel,Enyaq iV80,Skoda
123167,Diesel,Enyaq iV80,Skoda
123168,Diesel,Enyaq iV80,Skoda
123169,Diesel,Enyaq iV80,Skoda
123170,Diesel,Enyaq iV80,Skoda
123171,Diesel,Enyaq iV80,Skoda
123172,Diesel,Enyaq iV80,Skoda
123173,Diesel,Enyaq iV80,Skoda
123174,Diesel,Enyaq iV80,Skoda
123175,Diesel,Enyaq iV80,Skoda
123176,Diesel,Enyaq iV80,Skoda
123177,Diesel,Enyaq iV80,Skoda
123178,Diesel,Enyaq iV80,Skoda
123179,Diesel,Enyaq iV80,Skoda
123180,Diesel,Enyaq iV80,Skoda
123181,Diesel,Enyaq iV80,Skoda
123182,Diesel,Enyaq iV80,Skoda
123183,Diesel,Enyaq iV80,Skoda
123184,Diesel,Enyaq iV80,Skoda
123185,Diesel,Enyaq iV80,Skoda
123186,Diesel,Enyaq iV80,Skoda
123187,Diesel,Enyaq iV80,Skoda
123188,Diesel,Enyaq iV80,Skoda
123189,Diesel,Enyaq iV80,Skoda
123190,Diesel,Enyaq iV80,Skoda
123191,Diesel,Enyaq iV80,Skoda
123192,Diesel,Enyaq iV80,Skoda
123193,Diesel,Enyaq iV80,Skoda
123194,Diesel,Enyaq iV80,Skoda
123195,Diesel,Enyaq iV80,Skoda
123196,Diesel,Enyaq iV80,Skoda
123197,Diesel,Enyaq iV80,Skoda
123198,Diesel,Enyaq iV80,Skoda
123199,Diesel,Enyaq iV80,Skoda
123200,Diesel,Enyaq iV80,Skoda
123201,Diesel,Enyaq iV80,Skoda
123202,Diesel,Enyaq iV80,Skoda
123203,Diesel,Enyaq iV80,Skoda
123204,Diesel,Enyaq iV80,Skoda
123205,Diesel,Enyaq iV80,Skoda
123206,Diesel,Enyaq iV80,Skoda
123207,Diesel,Enyaq iV80,Skoda
123208,Diesel,Enyaq iV80,Skoda
123209,Diesel,Enyaq iV80,Skoda
123210,Diesel,Enyaq iV80,Skoda
123211,Diesel,Enyaq iV80,Skoda
123212,Diesel,Enyaq iV80,Skoda
123213,Diesel,Enyaq iV80,Skoda
123214,Diesel,Enyaq iV80,Skoda
123215,Diesel,Enyaq iV80,Skoda
123216,Diesel,Enyaq iV80,Skoda
123217,Diesel,Enyaq iV80,Skoda
123218,Diesel,Enyaq iV80,Skoda
123219,Diesel,Enyaq iV80,Skoda
123220,Diesel,Enyaq iV80,Skoda
123221,Diesel,Enyaq iV80,Skoda
123222,Diesel,Enyaq iV80,Skoda
123223,Diesel,Enyaq iV80,Skoda
123224,Diesel,Enyaq iV80,Skoda
123225,Diesel,Enyaq iV80,Skoda
123226,Diesel,Enyaq iV80,Skoda
123227,Diesel,Enyaq iV80,Skoda
123228,Diesel,Enyaq iV80,Skoda
123229,Diesel,Enyaq iV80,Skoda
123230,Diesel,Enyaq iV80,Skoda
123231,Diesel,Enyaq iV80,Skoda
123232,Diesel,Enyaq iV80,Skoda
123233,Diesel,Enyaq iV80,Skoda
123234,Diesel,Enyaq iV80,Skoda
123235,Diesel,Enyaq iV80,Skoda
123236,Diesel,Enyaq iV80,Skoda
123237,Diesel,Enyaq iV80,Skoda
123238,Diesel,Enyaq iV80,Skoda
123239,Diesel,Enyaq iV80,Skoda
123240,Diesel,Enyaq iV80,Skoda
123241,Diesel,Enyaq iV80,Skoda
123242,Diesel,Enyaq iV80,Skoda
123243,Diesel,Enyaq iV80,Skoda
123244,Diesel,Enyaq iV80,Skoda
123245,Diesel,Enyaq iV80,Skoda
123246,Diesel,Enyaq iV80,Skoda
123247,Diesel,Enyaq iV80,Skoda
123248,Diesel,Enyaq iV80,Skoda
123249,Diesel,Enyaq iV80,Skoda
123250,Diesel,Enyaq iV80,Skoda
123251,Diesel,Enyaq iV80,Skoda
123252,Diesel,Enyaq iV80,Skoda
123253,Diesel,Enyaq iV80,Skoda
123254,Diesel,Enyaq iV80,Skoda
123255,Diesel,Enyaq iV80,Skoda
123256,Diesel,Enyaq iV80,Skoda
123257,Diesel,Enyaq iV80,Skoda
123258,Diesel,Enyaq iV80,Skoda
123259,Diesel,Enyaq iV80,Skoda
123260,Diesel,Enyaq iV80,Skoda
123261,Diesel,Enyaq iV80,Skoda
123262,Diesel,Enyaq iV80,Skoda
123263,Diesel,Enyaq iV80,Skoda
123264,Diesel,Enyaq iV80,Skoda
123265,Diesel,Enyaq iV80,Skoda
123266,Diesel,Enyaq iV80,Skoda
123267,Diesel,Enyaq iV80,Skoda
123268,Diesel,Enyaq iV80,Skoda
123269,Diesel,Enyaq iV80,Skoda
123270,Diesel,Enyaq iV80,Skoda
123271,Diesel,Enyaq iV80,Skoda
123272,Diesel,Enyaq iV80,Skoda
123273,Diesel,Enyaq iV80,Skoda
123274,Diesel,Enyaq iV80,Skoda
123275,Diesel,Enyaq iV80,Skoda
123276,Diesel,Enyaq iV80,Skoda
123277,Diesel,Enyaq iV80,Skoda
123278,Diesel,Enyaq iV80,Skoda
123279,Diesel,Enyaq iV80,Skoda
123280,Diesel,Enyaq iV80,Skoda
123650,Benzin,Enyaq iV80,Skoda
123651,Benzin,Enyaq iV80,Skoda
123652,Benzin,Enyaq iV80,Skoda
123653,Benzin,Enyaq iV80,Skoda
123654,Benzin,Enyaq iV80,Skoda
123655,Benzin,Enyaq iV80,Skoda
123656,Benzin,Enyaq iV80,Skoda
123657,Benzin,Enyaq iV80,Skoda
123679,Benzin,Enyaq iV80,Skoda
124995,Benzin,Enyaq iV80,Skoda
124998,Benzin,Enyaq iV80,Skoda
125765,Diesel,Enyaq iV80,Skoda
125771,Benzin,Enyaq iV80,Skoda
125777,Diesel,Enyaq iV80,Skoda
125905,Benzin,Enyaq iV80,Skoda
125907,Diesel,Enyaq iV80,Skoda
125972,Sonstige,Enyaq iV80,Skoda
126480,Diesel,Enyaq iV80,Skoda
126481,Diesel,Enyaq iV80,Skoda
126482,Diesel,Enyaq iV80,Skoda
126483,Diesel,Enyaq iV80,Skoda
126484,Diesel,Enyaq iV80,Skoda
126485,Diesel,Enyaq iV80,Skoda
126486,Diesel,Enyaq iV80,Skoda
126487,Diesel,Enyaq iV80,Skoda
126488,Diesel,Enyaq iV80,Skoda
126489,Diesel,Enyaq iV80,Skoda
126490,Diesel,Enyaq iV80,Skoda
126491,Diesel,Enyaq iV80,Skoda
126492,Diesel,Enyaq iV80,Skoda
126493,Diesel,Enyaq iV80,Skoda
126494,Diesel,Enyaq iV80,Skoda
126495,Diesel,Enyaq iV80,Skoda
126496,Diesel,Enyaq iV80,Skoda
126497,Diesel,Enyaq iV80,Skoda
126498,Diesel,Enyaq iV80,Skoda
126499,Diesel,Enyaq iV80,Skoda
126500,Diesel,Enyaq iV80,Skoda
126501,Diesel,Enyaq iV80,Skoda
126502,Diesel,Enyaq iV80,Skoda
126503,Diesel,Enyaq iV80,Skoda
126504,Diesel,Enyaq iV80,Skoda
126505,Diesel,Enyaq iV80,Skoda
126506,Diesel,Enyaq iV80,Skoda
126507,Diesel,Enyaq iV80,Skoda
126508,Diesel,Enyaq iV80,Skoda
126509,Diesel,Enyaq iV80,Skoda
126510,Diesel,Enyaq iV80,Skoda
126511,Diesel,Enyaq iV80,Skoda
126512,Diesel,Enyaq iV80,Skoda
126513,Diesel,Enyaq iV80,Skoda
126514,Diesel,Enyaq iV80,Skoda
126515,Diesel,Enyaq iV80,Skoda
126516,Diesel,Enyaq iV80,Skoda
126517,Diesel,Enyaq iV80,Skoda
126518,Diesel,Enyaq iV80,Skoda
126519,Diesel,Enyaq iV80,Skoda
126520,Diesel,Enyaq iV80,Skoda
126521,Diesel,Enyaq iV80,Skoda
126522,Diesel,Enyaq iV80,Skoda
126523,Diesel,Enyaq iV80,Skoda
126524,Diesel,Enyaq iV80,Skoda
126525,Diesel,Enyaq iV80,Skoda
126526,Diesel,Enyaq iV80,Skoda
126527,Diesel,Enyaq iV80,Skoda
126528,Diesel,Enyaq iV80,Skoda
126529,Diesel,Enyaq iV80,Skoda
126530,Diesel,Enyaq iV80,Skoda
126531,Diesel,Enyaq iV80,Skoda
126532,Diesel,Enyaq iV80,Skoda
126533,Diesel,Enyaq iV80,Skoda
126534,Diesel,Enyaq iV80,Skoda
126535,Diesel,Enyaq iV80,Skoda
126536,Diesel,Enyaq iV80,Skoda
126537,Diesel,Enyaq iV80,Skoda
126538,Diesel,Enyaq iV80,Skoda
126539,Diesel,Enyaq iV80,Skoda
126540,Diesel,Enyaq iV80,Skoda
126541,Diesel,Enyaq iV80,Skoda
126542,Diesel,Enyaq iV80,Skoda
126543,Diesel,Enyaq iV80,Skoda
126544,Diesel,Enyaq iV80,Skoda
126545,Diesel,Enyaq iV80,Skoda
126546,Diesel,Enyaq iV80,Skoda
126547,Diesel,Enyaq iV80,Skoda
126548,Diesel,Enyaq iV80,Skoda
126549,Diesel,Enyaq iV80,Skoda
126550,Diesel,Enyaq iV80,Skoda
126551,Diesel,Enyaq iV80,Skoda
126552,Diesel,Enyaq iV80,Skoda
126553,Diesel,Enyaq iV80,Skoda
126554,Diesel,Enyaq iV80,Skoda
126555,Diesel,Enyaq iV80,Skoda
126556,Diesel,Enyaq iV80,Skoda
126557,Diesel,Enyaq iV80,Skoda
126558,Diesel,Enyaq iV80,Skoda
126559,Diesel,Enyaq iV80,Skoda
126560,Diesel,Enyaq iV80,Skoda
126561,Diesel,Enyaq iV80,Skoda
126562,Diesel,Enyaq iV80,Skoda
126563,Diesel,Enyaq iV80,Skoda
126564,Diesel,Enyaq iV80,Skoda
126565,Diesel,Enyaq iV80,Skoda
126566,Diesel,Enyaq iV80,Skoda
126567,Diesel,Enyaq iV80,Skoda
126568,Diesel,Enyaq iV80,Skoda
126569,Diesel,Enyaq iV80,Skoda
126570,Diesel,Enyaq iV80,Skoda
126571,Diesel,Enyaq iV80,Skoda
126572,Diesel,Enyaq iV80,Skoda
126573,Diesel,Enyaq iV80,Skoda
126574,Diesel,Enyaq iV80,Skoda
126575,Diesel,Enyaq iV80,Skoda
126576,Diesel,Enyaq iV80,Skoda
126577,Diesel,Enyaq iV80,Skoda
126578,Diesel,Enyaq iV80,Skoda
126579,Diesel,Enyaq iV80,Skoda
126592,Benzin,Enyaq iV80,Skoda
127246,Diesel,Enyaq iV80,Skoda
127247,Diesel,Enyaq iV80,Skoda
127248,Diesel,Enyaq iV80,Skoda
127249,Diesel,Enyaq iV80,Skoda
127250,Diesel,Enyaq iV80,Skoda
127251,Diesel,Enyaq iV80,Skoda
127252,Diesel,Enyaq iV80,Skoda
127253,Diesel,Enyaq iV80,Skoda
127254,Diesel,Enyaq iV80,Skoda
127255,Diesel,Enyaq iV80,Skoda
127495,Benzin,Enyaq iV80,Skoda
129187,Benzin,Enyaq iV80,Skoda
130633,Diesel,Enyaq iV80,Skoda
130634,Diesel,Enyaq iV80,Skoda
130997,Diesel,Enyaq iV80,Skoda
130998,Benzin,Enyaq iV80,Skoda
130999,Diesel,Enyaq iV80,Skoda
131000,Diesel,Enyaq iV80,Skoda
131001,Diesel,Enyaq iV80,Skoda
132677,Diesel,Enyaq iV80,Skoda
107086,Benzin,ZOE,Renault
112597,Benzin,ZOE,Renault
113004,Diesel,ZOE,Renault
113006,Diesel,ZOE,Renault
113015,Diesel,ZOE,Renault
113017,Diesel,ZOE,Renault
113020,Diesel,ZOE,Renault
113021,Diesel,ZOE,Renault
113023,Diesel,ZOE,Renault
113103,Benzin,ZOE,Renault
113104,Benzin,ZOE,Renault
113105,Benzin,ZOE,Renault
113110,Diesel,ZOE,Renault
113111,Diesel,ZOE,Renault
113114,Diesel,ZOE,Renault
113117,Diesel,ZOE,Renault
113119,Diesel,ZOE,Renault
113121,Diesel,ZOE,Renault
113125,Diesel,ZOE,Renault
113127,Diesel,ZOE,Renault
113128,Diesel,ZOE,Renault
113129,Diesel,ZOE,Renault
113132,Diesel,ZOE,Renault
113136,Diesel,ZOE,Renault
113145,Diesel,ZOE,Renault
113146,Diesel,ZOE,Renault
113147,Diesel,ZOE,Renault
113157,Diesel,ZOE,Renault
113168,Diesel,ZOE,Renault
113180,Diesel,ZOE,Renault
113182,Diesel,ZOE,Renault
113185,Diesel,ZOE,Renault
113658,Benzin,ZOE,Renault
113662,Benzin,ZOE,Renault
113664,Benzin,ZOE,Renault
113667,Benzin,ZOE,Renault
113678,Benzin,ZOE,Renault
113686,Benzin,ZOE,Renault
113697,Benzin,ZOE,Renault
113702,Benzin,ZOE,Renault
113712,Benzin,ZOE,Renault
113717,Diesel,ZOE,Renault
113719,Diesel,ZOE,Renault
113720,Diesel,ZOE,Renault
113721,Diesel,ZOE,Renault
113722,Diesel,ZOE,Renault
113723,Diesel,ZOE,Renault
113724,Diesel,ZOE,Renault
113725,Diesel,ZOE,Renault
113729,Diesel,ZOE,Renault
113731,Diesel,ZOE,Renault
113733,Diesel,ZOE,Renault
113735,Diesel,ZOE,Renault
113736,Diesel,ZOE,Renault
113741,Diesel,ZOE,Renault
113742,Diesel,ZOE,Renault
113745,Diesel,ZOE,Renault
113746,Diesel,ZOE,Renault
113748,Diesel,ZOE,Renault
113749,Diesel,ZOE,Renault
113752,Diesel,ZOE,Renault
113753,Diesel,ZOE,Renault
113754,Diesel,ZOE,Renault
113755,Diesel,ZOE,Renault
113757,Diesel,ZOE,Renault
113758,Diesel,ZOE,Renault
113762,Diesel,ZOE,Renault
113767,Diesel,ZOE,Renault
113768,Diesel,ZOE,Renault
113769,Diesel,ZOE,Renault
113773,Diesel,ZOE,Renault
113775,Diesel,ZOE,Renault
113776,Diesel,ZOE,Renault
113777,Diesel,ZOE,Renault
113780,Diesel,ZOE,Renault
113781,Diesel,ZOE,Renault
113786,Diesel,ZOE,Renault
113787,Diesel,ZOE,Renault
113788,Diesel,ZOE,Renault
113791,Diesel,ZOE,Renault
113792,Diesel,ZOE,Renault
113799,Diesel,ZOE,Renault
113800,Diesel,ZOE,Renault
113802,Diesel,ZOE,Renault
113803,Diesel,ZOE,Renault
113825,Diesel,ZOE,Renault
113828,Diesel,ZOE,Renault
113829,Diesel,ZOE,Renault
113830,Diesel,ZOE,Renault
113831,Diesel,ZOE,Renault
113833,Diesel,ZOE,Renault
113834,Diesel,ZOE,Renault
113905,Diesel,ZOE,Renault
113906,Diesel,ZOE,Renault
113907,Diesel,ZOE,Renault
113908,Diesel,ZOE,Renault
113909,Diesel,ZOE,Renault
113910,Diesel,ZOE,Renault
113911,Diesel,ZOE,Renault
113912,Diesel,ZOE,Renault
113913,Diesel,ZOE,Renault
113914,Diesel,ZOE,Renault
114029,Benzin,ZOE,Renault
114031,Benzin,ZOE,Renault
114034,Benzin,ZOE,Renault
114038,Benzin,ZOE,Renault
114043,Diesel,ZOE,Renault
114044,Diesel,ZOE,Renault
114051,Diesel,ZOE,Renault
114052,Diesel,ZOE,Renault
114054,Diesel,ZOE,Renault
114055,Diesel,ZOE,Renault
114056,Diesel,ZOE,Renault
114057,Diesel,ZOE,Renault
114059,Diesel,ZOE,Renault
114060,Diesel,ZOE,Renault
114061,Diesel,ZOE,Renault
114062,Diesel,ZOE,Renault
114066,Diesel,ZOE,Renault
114068,Diesel,ZOE,Renault
114069,Diesel,ZOE,Renault
114070,Diesel,ZOE,Renault
114071,Diesel,ZOE,Renault
114072,Diesel,ZOE,Renault
114075,Diesel,ZOE,Renault
114081,Diesel,ZOE,Renault
114083,Diesel,ZOE,Renault
114084,Diesel,ZOE,Renault
114085,Diesel,ZOE,Renault
114087,Diesel,ZOE,Renault
114088,Diesel,ZOE,Renault
114091,Diesel,ZOE,Renault
114092,Diesel,ZOE,Renault
114095,Diesel,ZOE,Renault
114096,Diesel,ZOE,Renault
114098,Diesel,ZOE,Renault
114099,Diesel,ZOE,Renault
114101,Diesel,ZOE,Renault
114102,Diesel,ZOE,Renault
114103,Diesel,ZOE,Renault
114104,Diesel,ZOE,Renault
114106,Diesel,ZOE,Renault
114107,Diesel,ZOE,Renault
114108,Diesel,ZOE,Renault
114109,Diesel,ZOE,Renault
114110,Diesel,ZOE,Renault
114111,Diesel,ZOE,Renault
114112,Diesel,ZOE,Renault
114113,Diesel,ZOE,Renault
114116,Diesel,ZOE,Renault
114117,Diesel,ZOE,Renault
114119,Diesel,ZOE,Renault
114120,Diesel,ZOE,Renault
114122,Diesel,ZOE,Renault
114125,Diesel,ZOE,Renault
114127,Diesel,ZOE,Renault
114128,Diesel,ZOE,Renault
114129,Diesel,ZOE,Renault
114130,Diesel,ZOE,Renault
114132,Diesel,ZOE,Renault
114133,Diesel,ZOE,Renault
114134,Diesel,ZOE,Renault
114135,Diesel,ZOE,Renault
114136,Diesel,ZOE,Renault
114137,Diesel,ZOE,Renault
114138,Diesel,ZOE,Renault
114141,Diesel,ZOE,Renault
114143,Diesel,ZOE,Renault
114144,Diesel,ZOE,Renault
114145,Diesel,ZOE,Renault
114146,Diesel,ZOE,Renault
114147,Diesel,ZOE,Renault
114149,Diesel,ZOE,Renault
114150,Diesel,ZOE,Renault
114151,Diesel,ZOE,Renault
114152,Diesel,ZOE,Renault
114277,Diesel,ZOE,Renault
114278,Diesel,ZOE,Renault
114280,Diesel,ZOE,Renault
114281,Diesel,ZOE,Renault
114282,Diesel,ZOE,Renault
114283,Diesel,ZOE,Renault
114284,Diesel,ZOE,Renault
114285,Diesel,ZOE,Renault
114286,Diesel,ZOE,Renault
114287,Diesel,ZOE,Renault
114288,Diesel,ZOE,Renault
114290,Diesel,ZOE,Renault
114291,Diesel,ZOE,Renault
114292,Diesel,ZOE,Renault
114293,Diesel,ZOE,Renault
114295,Diesel,ZOE,Renault
114296,Diesel,ZOE,Renault
114298,Diesel,ZOE,Renault
114299,Diesel,ZOE,Renault
114300,Diesel,ZOE,Renault
114301,Diesel,ZOE,Renault
114302,Diesel,ZOE,Renault
114303,Diesel,ZOE,Renault
114304,Diesel,ZOE,Renault
114305,Diesel,ZOE,Renault
114306,Diesel,ZOE,Renault
114309,Diesel,ZOE,Renault
114310,Diesel,ZOE,Renault
114311,Diesel,ZOE,Renault
114312,Diesel,ZOE,Renault
114313,Diesel,ZOE,Renault
114314,Diesel,ZOE,Renault
114315,Diesel,ZOE,Renault
114316,Diesel,ZOE,Renault
114317,Diesel,ZOE,Renault
114319,Diesel,ZOE,Renault
114320,Diesel,ZOE,Renault
114321,Diesel,ZOE,Renault
114322,Diesel,ZOE,Renault
114323,Diesel,ZOE,Renault
114324,Diesel,ZOE,Renault
114325,Diesel,ZOE,Renault
114326,Diesel,ZOE,Renault
114327,Diesel,ZOE,Renault
114329,Diesel,ZOE,Renault
114330,Diesel,ZOE,Renault
114331,Diesel,ZOE,Renault
114332,Diesel,ZOE,Renault
114333,Diesel,ZOE,Renault
114334,Diesel,ZOE,Renault
114335,Diesel,ZOE,Renault
114336,Diesel,ZOE,Renault
114337,Diesel,ZOE,Renault
114340,Diesel,ZOE,Renault
114342,Diesel,ZOE,Renault
114343,Diesel,ZOE,Renault
114344,Diesel,ZOE,Renault
114345,Diesel,ZOE,Renault
114346,Diesel,ZOE,Renault
114347,Diesel,ZOE,Renault
114348,Diesel,ZOE,Renault
114349,Diesel,ZOE,Renault
114351,Diesel,ZOE,Renault
114353,Diesel,ZOE,Renault
114354,Diesel,ZOE,Renault
114356,Diesel,ZOE,Renault
114357,Diesel,ZOE,Renault
114358,Diesel,ZOE,Renault
114359,Diesel,ZOE,Renault
114360,Diesel,ZOE,Renault
114361,Diesel,ZOE,Renault
114362,Diesel,ZOE,Renault
114363,Diesel,ZOE,Renault
114364,Diesel,ZOE,Renault
114365,Diesel,ZOE,Renault
114367,Diesel,ZOE,Renault
114369,Diesel,ZOE,Renault
114370,Diesel,ZOE,Renault
114371,Diesel,ZOE,Renault
114372,Diesel,ZOE,Renault
114373,Diesel,ZOE,Renault
114374,Diesel,ZOE,Renault
114375,Diesel,ZOE,Renault
114376,Diesel,ZOE,Renault
114377,Diesel,ZOE,Renault
114378,Diesel,ZOE,Renault
114379,Diesel,ZOE,Renault
114380,Diesel,ZOE,Renault
114382,Diesel,ZOE,Renault
114383,Diesel,ZOE,Renault
114384,Diesel,ZOE,Renault
114385,Diesel,ZOE,Renault
114386,Diesel,ZOE,Renault
114388,Diesel,ZOE,Renault
114389,Diesel,ZOE,Renault
114390,Diesel,ZOE,Renault
114392,Diesel,ZOE,Renault
114393,Diesel,ZOE,Renault
114396,Diesel,ZOE,Renault
114397,Diesel,ZOE,Renault
114398,Diesel,ZOE,Renault
114399,Diesel,ZOE,Renault
114400,Diesel,ZOE,Renault
114401,Diesel,ZOE,Renault
114402,Diesel,ZOE,Renault
114403,Diesel,ZOE,Renault
114404,Diesel,ZOE,Renault
114406,Diesel,ZOE,Renault
114407,Diesel,ZOE,Renault
114408,Diesel,ZOE,Renault
114409,Diesel,ZOE,Renault
114410,Diesel,ZOE,Renault
114411,Diesel,ZOE,Renault
114412,Diesel,ZOE,Renault
114413,Diesel,ZOE,Renault
114414,Diesel,ZOE,Renault
114415,Diesel,ZOE,Renault
114416,Diesel,ZOE,Renault
114417,Diesel,ZOE,Renault
114418,Diesel,ZOE,Renault
114419,Diesel,ZOE,Renault
114421,Diesel,ZOE,Renault
114422,Diesel,ZOE,Renault
114423,Diesel,ZOE,Renault
114425,Diesel,ZOE,Renault
114426,Diesel,ZOE,Renault
114427,Diesel,ZOE,Renault
114428,Diesel,ZOE,Renault
114429,Diesel,ZOE,Renault
114430,Diesel,ZOE,Renault
114431,Diesel,ZOE,Renault
114432,Diesel,ZOE,Renault
114433,Diesel,ZOE,Renault
114434,Diesel,ZOE,Renault
114435,Diesel,ZOE,Renault
114436,Diesel,ZOE,Renault
114444,Benzin,ZOE,Renault
114445,Benzin,ZOE,Renault
114552,Benzin,ZOE,Renault
114553,Benzin,ZOE,Renault
114554,Benzin,ZOE,Renault
114555,Benzin,ZOE,Renault
114556,Benzin,ZOE,Renault
114557,Benzin,ZOE,Renault
114558,Benzin,ZOE,Renault
114559,Benzin,ZOE,Renault
114560,Benzin,ZOE,Renault
114561,Benzin,ZOE,Renault
114562,Benzin,ZOE,Renault
114563,Benzin,ZOE,Renault
114564,Benzin,ZOE,Renault
114565,Benzin,ZOE,Renault
114566,Benzin,ZOE,Renault
114567,Benzin,ZOE,Renault
114568,Benzin,ZOE,Renault
114569,Benzin,ZOE,Renault
114570,Benzin,ZOE,Renault
114571,Benzin,ZOE,Renault
114572,Benzin,ZOE,Renault
114573,Benzin,ZOE,Renault
114574,Benzin,ZOE,Renault
114575,Benzin,ZOE,Renault
114576,Benzin,ZOE,Renault
114577,Benzin,ZOE,Renault
114578,Benzin,ZOE,Renault
114579,Benzin,ZOE,Renault
114580,Benzin,ZOE,Renault
114581,Benzin,ZOE,Renault
114582,Benzin,ZOE,Renault
114583,Benzin,ZOE,Renault
114584,Benzin,ZOE,Renault
114585,Benzin,ZOE,Renault
114586,Benzin,ZOE,Renault
114926,Diesel,ZOE,Renault
114927,Diesel,ZOE,Renault
114928,Diesel,ZOE,Renault
114929,Diesel,ZOE,Renault
114930,Diesel,ZOE,Renault
114931,Diesel,ZOE,Renault
114932,Diesel,ZOE,Renault
114933,Diesel,ZOE,Renault
114934,Diesel,ZOE,Renault
114935,Diesel,ZOE,Renault
114936,Diesel,ZOE,Renault
114937,Diesel,ZOE,Renault
114938,Diesel,ZOE,Renault
114939,Diesel,ZOE,Renault
114940,Diesel,ZOE,Renault
114941,Diesel,ZOE,Renault
114942,Diesel,ZOE,Renault
114943,Diesel,ZOE,Renault
114944,Diesel,ZOE,Renault
114945,Diesel,ZOE,Renault
114946,Diesel,ZOE,Renault
